idx,bias
0,-1.7148220539093018
1,-1.7131941318511963
2,-1.9410104751586914
3,-1.9286890029907227
4,-2.566349744796753
5,-2.839509963989258
6,-2.289285898208618
7,-2.8803274631500244
8,-2.392503261566162
9,-2.8015849590301514
10,-1.9286494255065918
11,-2.548722982406616
12,-2.1050093173980713
13,-3.2941689491271973
14,-2.7703895568847656
15,-3.497321367263794
16,-1.9999847412109375
17,-2.453824996948242
18,-1.2429025173187256
19,-2.5427043437957764
20,-2.1081602573394775
21,-1.9162616729736328
22,-2.7431962490081787
23,-2.571763277053833
24,-1.569083333015442
25,-2.648280382156372
26,-2.0556583404541016
27,-1.752137303352356
28,-3.100158452987671
29,-2.280764579772949
30,-2.1398849487304688
31,-2.811359405517578
32,-2.0793075561523438
33,-1.8645923137664795
34,-2.376237630844116
35,-3.107933759689331
36,-1.6688240766525269
37,-2.111767053604126
38,-2.67627215385437
39,-3.1670684814453125
40,-1.9422333240509033
41,-2.456836700439453
42,-2.799819231033325
43,-3.3578193187713623
44,-2.367384672164917
45,-2.193133592605591
46,-2.807246446609497
47,-2.6517107486724854
48,-1.4820804595947266
49,-2.4114341735839844
50,-2.157815456390381
51,-2.4186654090881348
52,-2.7644364833831787
53,-1.6394840478897095
54,-2.4640164375305176
55,-1.753934621810913
56,-2.753925085067749
57,-2.3999862670898438
58,-2.2701404094696045
59,-2.6678709983825684
60,-2.7360901832580566
61,-3.3512825965881348
62,-2.8289730548858643
63,-2.7024788856506348
64,-2.9173264503479004
65,-2.447956085205078
66,-2.0743257999420166
67,-1.835034728050232
68,-2.7505598068237305
69,-2.43306565284729
70,-1.215804934501648
71,-1.726387858390808
72,-2.637282133102417
73,-1.436245322227478
74,-2.5483920574188232
75,-3.0674562454223633
76,-2.8529961109161377
77,-2.9140264987945557
78,-2.188120126724243
79,-2.3919219970703125
80,-2.1220967769622803
81,-2.0909595489501953
82,-1.1626226902008057
83,-3.735450506210327
84,-2.80051589012146
85,-1.6352832317352295
86,-2.273240327835083
87,-2.647759199142456
88,-3.5573530197143555
89,-2.7473666667938232
90,-3.6396114826202393
91,-2.3744263648986816
92,-2.1573891639709473
93,-2.1272408962249756
94,-2.9270689487457275
95,-2.623840093612671
96,-1.845120906829834
97,-2.684288501739502
98,-2.9735517501831055
99,-3.3063716888427734
100,-1.74763023853302
101,-1.5788012742996216
102,-2.7494518756866455
103,-3.4083433151245117
104,-2.31009840965271
105,-1.8395099639892578
106,-2.5275702476501465
107,-2.502279043197632
108,-2.6914477348327637
109,-2.8289527893066406
110,-2.4884121417999268
111,-2.0420799255371094
112,-2.494781017303467
113,-2.0960588455200195
114,-2.6378583908081055
115,-3.225127935409546
116,-3.183584690093994
117,-2.9825286865234375
118,-2.24725079536438
119,-3.0491538047790527
120,-2.576162576675415
121,-1.715885877609253
122,-2.5573840141296387
123,-2.788745880126953
124,-2.6485190391540527
125,-2.826814889907837
126,-2.8974287509918213
127,-2.195678472518921
128,-2.8144049644470215
129,-2.921293020248413
130,-2.3720672130584717
131,-2.4112448692321777
132,-2.5908138751983643
133,-2.218174934387207
134,-2.4306273460388184
135,-2.304015636444092
136,-2.0003268718719482
137,-2.3607113361358643
138,-2.1369566917419434
139,-2.4376182556152344
140,-2.016165256500244
141,-3.7077994346618652
142,-1.7451380491256714
143,-2.8951375484466553
144,-3.2475171089172363
145,-2.216766834259033
146,-2.485872745513916
147,-2.746685743331909
148,-2.6350550651550293
149,-2.5838069915771484
150,-2.528576374053955
151,-3.4015538692474365
152,-3.2350270748138428
153,-3.256417989730835
154,-2.3195481300354004
155,-2.5111286640167236
156,-3.4171814918518066
157,-4.490503311157227
158,-2.536034107208252
159,-2.4631824493408203
160,-2.38615345954895
161,-1.3573023080825806
162,-2.93638014793396
163,-2.5851593017578125
164,-3.0662426948547363
165,-3.0618886947631836
166,-2.8674333095550537
167,-3.061476230621338
168,-2.558407783508301
169,-1.8705791234970093
170,-2.2075626850128174
171,-2.6503310203552246
172,-2.5197131633758545
173,-1.9885292053222656
174,-2.429945707321167
175,-2.939570665359497
176,-2.885420799255371
177,-2.4716060161590576
178,-3.0246922969818115
179,-3.045616865158081
180,-2.393854856491089
181,-2.6713528633117676
182,-2.6005563735961914
183,-2.895054340362549
184,-2.5645363330841064
185,-2.351391077041626
186,-2.841360330581665
187,-2.2755327224731445
188,-2.2577762603759766
189,-2.1511647701263428
190,-2.431312084197998
191,-1.853229284286499
192,-2.8744988441467285
193,-2.289212703704834
194,-2.4997663497924805
195,-2.9868152141571045
196,-2.9139416217803955
197,-3.1978912353515625
198,-3.0778846740722656
199,-2.414005994796753
200,-3.151683807373047
201,-2.795077085494995
202,-2.579035758972168
203,-2.501418352127075
204,-3.222745180130005
205,-2.1517162322998047
206,-2.9869654178619385
207,-3.008000612258911
208,-2.4556007385253906
209,-2.9009652137756348
210,-2.596494674682617
211,-2.9943623542785645
212,-2.5196568965911865
213,-2.0073704719543457
214,-1.986469030380249
215,-1.8506091833114624
216,-2.3598127365112305
217,-2.2429189682006836
218,-3.8291122913360596
219,-2.734041213989258
220,-3.0773468017578125
221,-2.8936245441436768
222,-2.4268016815185547
223,-2.533323049545288
224,-2.5059280395507812
225,-2.282241106033325
226,-2.611572504043579
227,-2.937073230743408
228,-2.381821632385254
229,-2.6735386848449707
230,-3.05466890335083
231,-2.7985429763793945
232,-3.4037792682647705
233,-1.9581904411315918
234,-1.739152431488037
235,-2.7757081985473633
236,-2.724461555480957
237,-2.4311561584472656
238,-1.9973793029785156
239,-2.040755033493042
240,-3.104856014251709
241,-2.5215044021606445
242,-2.7478787899017334
243,-2.0657951831817627
244,-1.3898643255233765
245,-2.2739007472991943
246,-3.206979751586914
247,-1.8316373825073242
248,-2.7670557498931885
249,-2.3094072341918945
250,-2.69242525100708
251,-2.9479715824127197
252,-2.0118227005004883
253,-2.74869704246521
254,-2.398346185684204
255,-3.1504740715026855
256,-2.060164451599121
257,-2.3739585876464844
258,-3.0313804149627686
259,-2.472595453262329
260,-4.418579578399658
261,-1.6459331512451172
262,-2.1677658557891846
263,-3.534172534942627
264,-1.8894634246826172
265,-2.416774272918701
266,-1.1831133365631104
267,-2.724015712738037
268,-3.0316710472106934
269,-2.61942195892334
270,-2.504628896713257
271,-2.1754465103149414
272,-2.5702357292175293
273,-2.94425368309021
274,-1.2637934684753418
275,-2.5228984355926514
276,-3.445256233215332
277,-2.398834705352783
278,-2.3108792304992676
279,-2.1673572063446045
280,-2.4579310417175293
281,-1.9369361400604248
282,-2.22959041595459
283,-2.901216983795166
284,-3.053292989730835
285,-4.033772945404053
286,-1.8711919784545898
287,-4.248618125915527
288,-2.0709145069122314
289,-3.4201958179473877
290,-2.360212564468384
291,-2.963496208190918
292,-2.653714418411255
293,-2.5449647903442383
294,-1.5821254253387451
295,-1.7513920068740845
296,-2.2445132732391357
297,-2.4573216438293457
298,-3.013546943664551
299,-1.4294569492340088
300,-2.2562685012817383
301,-1.832045555114746
302,-1.751192331314087
303,-2.290566921234131
304,-2.790027141571045
305,-3.032651901245117
306,-3.427351951599121
307,-2.7550015449523926
308,-2.101271152496338
309,-2.9307150840759277
310,-3.253081798553467
311,-2.2169368267059326
312,-2.6130518913269043
313,-1.9210600852966309
314,-2.1993818283081055
315,-2.693466901779175
316,-1.6017074584960938
317,-1.9321942329406738
318,-2.1476755142211914
319,-3.257396697998047
320,-2.8831381797790527
321,-1.7438881397247314
322,-2.602727174758911
323,-1.5789926052093506
324,-2.464083671569824
325,-2.659169912338257
326,-2.9343180656433105
327,-1.8360509872436523
328,-2.2230324745178223
329,-3.504371166229248
330,-2.665863513946533
331,-1.0352778434753418
332,-2.4321398735046387
333,-2.6751458644866943
334,-2.591299057006836
335,-2.0965869426727295
336,-1.9536595344543457
337,-2.482959747314453
338,-2.1733245849609375
339,-2.1434149742126465
340,-2.0533242225646973
341,-2.488823890686035
342,-2.0272395610809326
343,-2.596341133117676
344,-3.588236093521118
345,-3.006681203842163
346,-2.569734573364258
347,-2.1115598678588867
348,-2.7627952098846436
349,-2.9331657886505127
350,-1.9681775569915771
351,-2.9371705055236816
352,-1.808544397354126
353,-2.664844036102295
354,-1.812635898590088
355,-2.5197479724884033
356,-1.9527149200439453
357,-1.7423523664474487
358,-2.5189671516418457
359,-2.9512038230895996
360,-2.439558506011963
361,-1.9426960945129395
362,-1.4304697513580322
363,-3.6047286987304688
364,-1.5996593236923218
365,-2.6901369094848633
366,-3.724327325820923
367,-3.068844795227051
368,-2.8798537254333496
369,-2.501288890838623
370,-2.7560832500457764
371,-2.4038100242614746
372,-2.1626229286193848
373,-0.9769566059112549
374,-1.5732959508895874
375,-1.3515446186065674
376,-2.2597529888153076
377,-2.2175381183624268
378,-3.5909247398376465
379,-2.793715715408325
380,-2.3303308486938477
381,-2.6606223583221436
382,-2.7738444805145264
383,-2.5022056102752686
384,-3.1543829441070557
385,-2.3749048709869385
386,-2.1627418994903564
387,-1.9382598400115967
388,-2.225792407989502
389,-2.4209723472595215
390,-2.741075277328491
391,-2.0001776218414307
392,-1.1687431335449219
393,-2.756157636642456
394,-2.5254368782043457
395,-2.5841503143310547
396,-2.122479200363159
397,-1.9337663650512695
398,-2.759986639022827
399,-2.9285728931427
400,-2.7640230655670166
401,-2.0666708946228027
402,-2.5317440032958984
403,-2.626477003097534
404,-4.045193672180176
405,-3.589931011199951
406,-1.851175308227539
407,-2.7068874835968018
408,-2.4639456272125244
409,-3.8594882488250732
410,-2.686424732208252
411,-3.0054032802581787
412,-2.8808209896087646
413,-3.4082188606262207
414,-2.1485111713409424
415,-3.011479616165161
416,-2.4980244636535645
417,-2.1426618099212646
418,-2.569474935531616
419,-2.6737568378448486
420,-3.1358330249786377
421,-2.1017346382141113
422,-2.2021594047546387
423,-2.0360472202301025
424,-2.9797303676605225
425,-3.269043207168579
426,-2.619396686553955
427,-2.831559896469116
428,-1.9876947402954102
429,-2.609339475631714
430,-2.142076015472412
431,-2.7248024940490723
432,-2.7619447708129883
433,-2.6332132816314697
434,-1.7676818370819092
435,-3.4349420070648193
436,-2.824723243713379
437,-1.8737565279006958
438,-0.7109523415565491
439,-3.1713643074035645
440,-3.0768942832946777
441,-1.971675157546997
442,-3.000952959060669
443,-3.0372049808502197
444,-1.9768409729003906
445,-2.0567638874053955
446,-2.2978622913360596
447,-3.005316972732544
448,-2.2187862396240234
449,-2.10219144821167
450,-1.8606078624725342
451,-2.821056842803955
452,-2.577104330062866
453,-2.459662914276123
454,-2.5812387466430664
455,-3.4147915840148926
456,-2.137289047241211
457,-2.748544216156006
458,-2.2052974700927734
459,-1.393033742904663
460,-2.268631935119629
461,-2.2535436153411865
462,-1.855822205543518
463,-2.4200167655944824
464,-3.7147457599639893
465,-2.524392604827881
466,-1.9426906108856201
467,-2.078310012817383
468,-3.1147401332855225
469,-3.1099390983581543
470,-2.6980249881744385
471,-2.936063766479492
472,-2.639238119125366
473,-3.4238595962524414
474,-2.9743635654449463
475,-2.2654731273651123
476,-2.7699105739593506
477,-4.1488356590271
478,-2.4166696071624756
479,-2.352370262145996
480,-3.303603172302246
481,-2.7473959922790527
482,-3.0163183212280273
483,-2.214282751083374
484,-2.512479543685913
485,-2.5256550312042236
486,-2.2661235332489014
487,-2.922809600830078
488,-2.1450374126434326
489,-3.001193046569824
490,-2.006342887878418
491,-1.7959253787994385
492,-3.3314473628997803
493,-1.386034369468689
494,-2.821023941040039
495,-2.6551132202148438
496,-2.4779679775238037
497,-2.4849374294281006
498,-3.0421690940856934
499,-3.4253766536712646
500,-2.655001163482666
501,-1.76261568069458
502,-2.610804557800293
503,-2.716273307800293
504,-2.2676446437835693
505,-2.9410109519958496
506,-2.933061122894287
507,-2.4364750385284424
508,-2.0321719646453857
509,-3.2458977699279785
510,-2.254405975341797
511,-1.8516833782196045
512,-3.0829620361328125
513,-2.1828911304473877
514,-2.352083206176758
515,-2.775818109512329
516,-1.957021713256836
517,-1.2149789333343506
518,-2.641475200653076
519,-3.313483953475952
520,-4.260302543640137
521,-2.3896472454071045
522,-2.1308486461639404
523,-2.6587769985198975
524,-2.4845359325408936
525,-3.126715660095215
526,-2.9770171642303467
527,-2.5510318279266357
528,-2.113666296005249
529,-2.172584056854248
530,-2.4468977451324463
531,-2.907761573791504
532,-2.6370038986206055
533,-2.1304590702056885
534,-2.5068063735961914
535,-3.6750829219818115
536,-2.425039052963257
537,-2.4695563316345215
538,-3.3710076808929443
539,-2.1976330280303955
540,-2.239732265472412
541,-3.4848780632019043
542,-2.9892258644104004
543,-1.4675605297088623
544,-2.603731870651245
545,-2.8358559608459473
546,-2.3998634815216064
547,-3.132174253463745
548,-1.4837387800216675
549,-1.1302063465118408
550,-2.225574493408203
551,-1.9525177478790283
552,-0.2736952006816864
553,-2.3898820877075195
554,-3.226883888244629
555,-2.3805367946624756
556,-2.9129714965820312
557,-2.3502109050750732
558,-2.238036632537842
559,-2.8324694633483887
560,-2.981173038482666
561,-1.6584810018539429
562,-2.348503351211548
563,-2.55328369140625
564,-2.209681987762451
565,-1.9332423210144043
566,-1.2258474826812744
567,-1.8906667232513428
568,-1.8990806341171265
569,-3.4574007987976074
570,-2.497551441192627
571,-1.9525880813598633
572,-2.3257575035095215
573,-2.245415210723877
574,-1.3506454229354858
575,-4.196895122528076
576,-2.9831197261810303
577,-2.8117589950561523
578,-2.8253698348999023
579,-2.6390936374664307
580,-2.854050397872925
581,-2.008962631225586
582,-2.4971530437469482
583,-1.7398072481155396
584,-1.952559471130371
585,-2.9410369396209717
586,-3.526289939880371
587,-2.049983501434326
588,-2.6586673259735107
589,-2.3395090103149414
590,-2.609720230102539
591,-2.0299479961395264
592,-2.3322830200195312
593,-1.8994669914245605
594,-1.7330906391143799
595,-2.900245428085327
596,-2.2999165058135986
597,-2.501645088195801
598,-1.9846971035003662
599,-2.484081745147705
600,-2.5457324981689453
601,-2.31554913520813
602,-2.2972068786621094
603,-2.4868016242980957
604,-2.6043143272399902
605,-2.414851427078247
606,-3.3055031299591064
607,-3.3467400074005127
608,-3.0346455574035645
609,-3.688786268234253
610,-3.6157894134521484
611,-1.7502164840698242
612,-2.9568822383880615
613,-2.1391568183898926
614,-3.4267001152038574
615,-3.5700807571411133
616,-1.213937759399414
617,-2.3549113273620605
618,-2.886119842529297
619,-2.871479034423828
620,-1.771409273147583
621,-3.394766330718994
622,-2.424483299255371
623,-1.9549713134765625
624,-2.328490972518921
625,-1.7425416707992554
626,-2.5481314659118652
627,-2.1434285640716553
628,-3.0071675777435303
629,-2.377941131591797
630,-2.30470871925354
631,-4.161299705505371
632,-1.5798381567001343
633,-2.236647129058838
634,-2.6872456073760986
635,-2.4686405658721924
636,-2.4862093925476074
637,-2.674764633178711
638,-2.666823387145996
639,-2.2417373657226562
640,-3.009484052658081
641,-3.297240972518921
642,-2.277937650680542
643,-1.9548258781433105
644,-2.206024408340454
645,-2.0587849617004395
646,-3.6802523136138916
647,-1.9934024810791016
648,-2.164273738861084
649,-2.79661226272583
650,-2.533338785171509
651,-2.146768093109131
652,-1.841019868850708
653,-2.849344491958618
654,-2.041837692260742
655,-3.196836471557617
656,-2.240995168685913
657,-2.62583589553833
658,-3.1726787090301514
659,-2.346914291381836
660,-2.6495561599731445
661,-1.855705738067627
662,-2.9716110229492188
663,-2.077969551086426
664,-2.2880783081054688
665,-1.822853922843933
666,-3.0019421577453613
667,-2.5949816703796387
668,-2.606125593185425
669,-1.8423690795898438
670,-3.4175620079040527
671,-1.366777777671814
672,-2.7442684173583984
673,-2.592987298965454
674,-2.786515235900879
675,-2.366222381591797
676,-1.9298770427703857
677,-2.269666910171509
678,-2.6896378993988037
679,-2.8330445289611816
680,-1.5633577108383179
681,-1.6749942302703857
682,-2.022066116333008
683,-2.158296823501587
684,-3.1042261123657227
685,-2.639946699142456
686,-2.1562986373901367
687,-2.036961793899536
688,-2.8404996395111084
689,-2.5359106063842773
690,-2.739901065826416
691,-2.9832417964935303
692,-3.2710928916931152
693,-2.0332117080688477
694,-2.5381863117218018
695,-3.067601442337036
696,-2.2152533531188965
697,-1.6251873970031738
698,-2.299651861190796
699,-2.0386061668395996
700,-3.0495095252990723
701,-2.158392906188965
702,-3.3077454566955566
703,-3.5899312496185303
704,-3.152470588684082
705,-2.269139051437378
706,-3.2914087772369385
707,-3.272824764251709
708,-2.4425196647644043
709,-1.515264868736267
710,-1.5831708908081055
711,-3.156123399734497
712,-2.171090602874756
713,-2.511505365371704
714,-3.575855255126953
715,-2.226318836212158
716,-3.278632402420044
717,-3.1180503368377686
718,-3.471216917037964
719,-1.8495501279830933
720,-3.755455493927002
721,-2.3621842861175537
722,-2.4900500774383545
723,-2.8619232177734375
724,-2.5640227794647217
725,-2.7893056869506836
726,-2.473057985305786
727,-2.8612923622131348
728,-2.353642463684082
729,-2.522336006164551
730,-3.114490509033203
731,-2.705862283706665
732,-4.4945292472839355
733,-3.016523838043213
734,-2.798213243484497
735,-2.676328182220459
736,-2.8142776489257812
737,-3.47837495803833
738,-2.6116225719451904
739,-2.5210390090942383
740,-2.7072012424468994
741,-2.3735711574554443
742,-1.9320485591888428
