idx,bias
0,-2.3413193225860596
1,-1.8350772857666016
2,-2.1304826736450195
3,-2.601309299468994
4,-3.0129034519195557
5,-2.979940891265869
6,-2.4728543758392334
7,-2.609626531600952
8,-3.5703256130218506
9,-3.127432107925415
10,-1.8832213878631592
11,-3.3946428298950195
12,-2.6713051795959473
13,-4.100008964538574
14,-3.114196300506592
15,-3.612809658050537
16,-2.3102481365203857
17,-2.876093864440918
18,-1.9080828428268433
19,-2.9515175819396973
20,-3.744549036026001
21,-2.577313184738159
22,-2.0762441158294678
23,-3.0944857597351074
24,-1.9863890409469604
25,-3.0991623401641846
26,-2.5028185844421387
27,-2.532696485519409
28,-3.427048683166504
29,-3.036621332168579
30,-2.015260696411133
31,-2.923504590988159
32,-2.2585179805755615
33,-2.3471932411193848
34,-2.8843753337860107
35,-3.4083967208862305
36,-2.2208831310272217
37,-2.7425596714019775
38,-2.6397242546081543
39,-3.136078119277954
40,-2.7469847202301025
41,-2.1794188022613525
42,-3.1436386108398438
43,-3.206704616546631
44,-3.2342679500579834
45,-3.074573278427124
46,-2.6990203857421875
47,-2.3985886573791504
48,-2.0074896812438965
49,-2.187187910079956
50,-2.000267744064331
51,-2.3164803981781006
52,-2.4437897205352783
53,-2.8298656940460205
54,-2.31868314743042
55,-2.3216934204101562
56,-2.3450403213500977
57,-2.630601406097412
58,-2.2506227493286133
59,-3.7116739749908447
60,-2.9133687019348145
61,-3.8837661743164062
62,-3.5146830081939697
63,-2.636300802230835
64,-2.631051778793335
65,-2.802879571914673
66,-2.5887677669525146
67,-2.014528512954712
68,-2.576965093612671
69,-3.6966094970703125
70,-1.4723961353302002
71,-2.099946975708008
72,-2.3729817867279053
73,-1.937427282333374
74,-2.30527925491333
75,-2.898488998413086
76,-3.0148448944091797
77,-3.2441842555999756
78,-2.823651075363159
79,-2.0446197986602783
80,-2.8784396648406982
81,-2.0553624629974365
82,-1.7157270908355713
83,-3.5815341472625732
84,-2.803600788116455
85,-3.3957290649414062
86,-2.9693758487701416
87,-1.812630534172058
88,-3.248945713043213
89,-3.1938178539276123
90,-3.0777056217193604
91,-2.583099842071533
92,-2.0176584720611572
93,-2.0899851322174072
94,-2.57151198387146
95,-2.5497608184814453
96,-3.0085465908050537
97,-3.6078760623931885
98,-2.63244366645813
99,-2.896855354309082
100,-3.0058250427246094
101,-1.8724966049194336
102,-2.8709299564361572
103,-3.6792986392974854
104,-2.111837148666382
105,-1.7176607847213745
106,-2.1733474731445312
107,-3.6617276668548584
108,-3.282227039337158
109,-3.097870111465454
110,-3.109858274459839
111,-2.816819429397583
112,-2.407764434814453
113,-2.2390918731689453
114,-2.432351589202881
115,-2.7883858680725098
116,-2.189619541168213
117,-3.031691074371338
118,-2.2452523708343506
119,-2.8566675186157227
120,-2.2463691234588623
121,-1.7117780447006226
122,-3.232269525527954
123,-2.9181056022644043
124,-3.187720775604248
125,-2.7992899417877197
126,-4.535003662109375
127,-2.4891040325164795
128,-3.3805997371673584
129,-3.6419801712036133
130,-2.1663310527801514
131,-2.564784288406372
132,-2.9830057621002197
133,-2.222829580307007
134,-2.9015188217163086
135,-2.2450172901153564
136,-2.151545524597168
137,-2.3292806148529053
138,-2.8360424041748047
139,-2.8862247467041016
140,-2.843242883682251
141,-3.638152837753296
142,-2.635486125946045
143,-2.690978527069092
144,-2.822113037109375
145,-2.044027090072632
146,-2.6259353160858154
147,-2.0510218143463135
148,-2.376209259033203
149,-3.092910051345825
150,-3.186131238937378
151,-3.2651398181915283
152,-2.669328451156616
153,-3.839005947113037
154,-1.7636052370071411
155,-2.5093865394592285
156,-2.8516433238983154
157,-4.286746978759766
158,-3.064598798751831
159,-2.424935817718506
160,-2.3356552124023438
161,-2.256588935852051
162,-2.78813099861145
163,-2.099968910217285
164,-2.9378883838653564
165,-3.84612774848938
166,-2.6289217472076416
167,-3.1970009803771973
168,-2.724961042404175
169,-2.220536708831787
170,-2.35225248336792
171,-3.071516275405884
172,-2.250103235244751
173,-2.567159414291382
174,-2.829425573348999
175,-3.2751197814941406
176,-2.7544708251953125
177,-3.0083696842193604
178,-3.949967861175537
179,-2.7307817935943604
180,-2.373011827468872
181,-2.184809684753418
182,-3.1216256618499756
183,-3.2080206871032715
184,-2.5894949436187744
185,-2.4347429275512695
186,-3.682422161102295
187,-1.6326031684875488
188,-3.610644578933716
189,-2.35197114944458
190,-2.8568785190582275
191,-1.9099613428115845
192,-4.222070217132568
193,-2.703866720199585
194,-2.949176073074341
195,-2.7402520179748535
196,-2.4360196590423584
197,-4.1092071533203125
198,-3.2401280403137207
199,-2.5584466457366943
200,-4.030288219451904
201,-4.140049457550049
202,-2.722900390625
203,-2.55552339553833
204,-3.595496654510498
205,-2.0785210132598877
206,-3.467602491378784
207,-2.842339038848877
208,-2.6785366535186768
209,-2.3475844860076904
210,-2.9748966693878174
211,-3.318211555480957
212,-2.4382545948028564
213,-1.897444248199463
214,-1.8905631303787231
215,-0.9956856369972229
216,-3.1037609577178955
217,-3.0907256603240967
218,-4.501023769378662
219,-2.619715690612793
220,-3.001009941101074
221,-2.102661371231079
222,-3.0052692890167236
223,-2.1790473461151123
224,-3.125234365463257
225,-2.72548246383667
226,-2.6320223808288574
227,-2.8847124576568604
228,-2.7407443523406982
229,-2.4795308113098145
230,-2.6962149143218994
231,-2.9514524936676025
232,-4.150028705596924
233,-2.766289710998535
234,-2.2780091762542725
235,-2.794977903366089
236,-3.9500484466552734
237,-2.213785171508789
238,-3.1161539554595947
239,-2.2961347103118896
240,-2.566744565963745
241,-2.819831609725952
242,-2.766483783721924
243,-1.933333158493042
244,-1.5529820919036865
