idx,bias
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.07739529
7,0.049721807
8,0.0
9,0.07373223
10,0.0038205087
11,0.021331996
12,0.0
13,0.0
14,0.0
15,0.31226596
16,0.0
17,0.0
18,0.023972988
19,0.6259764
20,0.0
21,0.020684108
22,1.3773953
23,0.0
24,0.98369825
25,0.11465914
26,0.03536749
27,0.0
28,0.0
29,0.12216715
30,0.0
31,0.06257816
32,0.0
33,0.0
34,0.091670915
35,0.12922992
36,0.15740147
37,0.0
38,0.05815433
39,0.122644916
40,0.047480434
41,0.087573856
42,0.6465212
43,0.17057294
44,0.14581555
45,0.0
46,0.06466171
47,0.0
48,0.16729794
49,0.0
50,0.20617467
51,0.18401496
52,0.0
53,0.11859681
54,0.0
55,0.25314856
56,0.0
57,0.0
58,0.0
59,0.0
60,0.55544794
61,0.036101326
62,0.12929815
63,0.15710753
64,0.08644383
65,0.11372642
66,0.053671032
67,0.22805004
68,0.0
69,0.08761984
70,0.9706737
71,0.027758554
72,0.008262128
73,0.0938988
74,0.0
75,0.0
76,0.026992202
77,0.09219253
78,0.35110515
79,0.0
80,0.7515852
81,0.006572902
82,0.357673
83,0.0
84,0.118974596
85,1.4457452
86,0.10423452
87,0.26545843
88,0.06715423
89,0.0
90,0.032011062
91,0.047253385
92,0.0
93,0.013516933
94,0.081101984
95,0.6741471
96,0.14977857
97,0.24547511
98,0.12614864
99,0.0
100,0.0
101,0.0
102,0.037733182
103,0.060091943
104,0.0
105,0.0
106,0.0
107,0.09582445
108,0.0
109,0.0
110,0.5380534
111,0.0
112,0.06890221
113,0.10556361
114,0.055532277
115,0.11013019
116,0.6211102
117,0.45373094
118,0.15818587
119,0.44126505
120,0.056221753
121,0.17450544
122,0.03869018
123,0.013800204
124,0.0
125,0.18393658
126,0.0
127,0.030707464
128,0.0
129,0.15002671
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.32703277
137,1.1702716
138,0.0
139,0.0
140,0.113933936
141,0.14047152
142,0.08173329
143,0.8650769
144,0.0
145,0.20149422
146,0.07697302
147,0.0
148,0.0006350875
149,0.024767727
150,0.14733434
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.06005262
158,0.19345883
159,0.0
160,0.35425085
161,0.66094494
162,0.0
163,0.009619385
164,0.0
165,0.0
166,0.25040445
167,0.014175773
168,0.0
169,0.0
170,0.20430359
171,0.0
172,0.08243635
173,0.18512699
174,0.08922988
175,0.32943523
176,0.08114192
177,0.15570408
178,0.0
179,0.04198502
180,0.0
181,0.29679674
182,0.0
183,0.010408759
184,0.12234931
185,0.0
186,0.0
187,0.0788324
188,0.5724238
189,0.17100462
190,0.0853634
191,0.09148647
192,0.21711798
193,0.12269475
194,0.030007794
195,0.17254424
196,0.0
197,0.0
198,0.0
199,0.1799245
200,0.17106047
201,0.0019022971
202,0.11391862
203,0.1568339
204,0.40203694
205,0.24042737
206,0.18974379
207,0.18598922
208,0.0
209,1.278059
210,0.011027738
211,0.0
212,0.12638831
213,0.10746923
214,0.061941147
215,0.0
216,0.53153604
217,0.0
218,0.0
219,0.0
220,0.20163585
221,0.0
222,0.0366399
223,0.0
224,0.0
225,0.04687862
226,0.0
227,0.052033633
228,0.6824994
229,0.061048567
230,0.085159704
231,0.0
232,0.13594218
233,0.08955571
234,0.0
235,0.27014974
236,0.0
237,0.14515755
238,0.0
239,0.0789891
240,0.0
241,0.06502724
242,0.0
243,0.06455965
244,0.13467972
245,0.0
246,0.19276828
247,0.002606392
248,0.028063491
249,0.09672871
250,0.12907846
251,0.0
252,0.15653984
253,0.13715741
254,0.053266346
255,0.0
256,0.0
257,0.0
258,0.10384253
259,0.057234123
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0921673
265,0.21825632
266,0.03223078
267,0.03349775
268,0.0
269,0.0
270,0.14054146
271,0.1076961
272,0.020403221
273,0.26549447
274,1.4024426
275,0.13789414
276,0.002000466
277,0.0
278,0.05438851
279,0.0
280,0.0
281,0.3281968
282,0.08887564
283,0.22346164
284,0.57250273
285,0.0
286,0.0
287,0.010400802
288,0.019634724
289,0.062503025
290,0.92452204
291,0.074576676
292,0.0
293,0.13158679
294,0.19732286
295,0.2919397
296,0.0
297,0.08899164
298,0.0
299,0.5961549
300,1.0745556
301,0.0
302,0.0
303,0.8101397
304,0.051590115
305,0.13687122
306,0.0
307,0.0
308,0.0
309,0.12314541
310,0.0
311,0.0
312,0.0
313,0.0
314,0.07611589
315,0.0
316,0.01956676
317,0.0
318,0.23684198
319,0.0
320,0.96322554
321,0.13753253
322,0.33087966
323,0.13769221
324,0.0
325,0.1003713
326,0.0
327,0.18343247
328,0.0061469376
329,0.2694341
330,0.91152674
331,0.0
332,0.1604769
333,0.0
334,0.24343525
335,0.23392415
336,0.0
337,0.0474281
338,0.1929484
339,0.89383686
340,0.0
341,0.004455015
342,0.20166878
343,0.0
344,0.010866344
345,0.06398633
346,0.03799762
347,0.30452952
348,0.0
349,0.01254791
350,0.76835006
351,0.090080455
352,0.0
353,0.14787331
354,0.0
355,0.16797209
356,0.0
357,0.0
358,0.0
359,0.0
360,0.6087867
361,0.84490746
362,0.05679889
363,0.0
364,0.0
365,0.8985604
366,0.0
367,0.033988282
368,0.12878045
369,0.06077738
370,0.017835438
371,0.31687903
372,0.0
373,0.029336795
374,0.31902605
375,0.051748276
376,0.0
377,0.10540868
378,0.020308137
379,0.016339898
380,0.0
381,0.4041788
382,0.0
383,0.0
384,0.01883258
385,0.11558868
386,0.0
387,0.117265515
388,0.0
389,0.04632631
390,0.040088028
391,0.0
392,0.0
393,0.0
394,0.18542273
395,0.034519315
396,0.0
397,4.5746565e-05
398,0.0
399,0.13705975
400,0.0
401,0.09460555
402,0.078856155
403,0.098534256
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.13382612
415,0.19095202
416,0.129801
417,0.0
418,0.13434552
419,0.15609282
420,0.19595611
421,0.0
422,0.06685898
423,0.0
424,0.08176702
425,0.0
426,0.18647821
427,0.0
428,0.067926496
429,0.16818985
430,0.0
431,0.0
432,0.0
433,0.1069227
434,0.076190844
435,0.045874387
436,0.022975206
437,0.0
438,0.19162372
439,0.0
440,0.09757732
441,0.16590568
442,0.0
443,0.112970755
444,0.16255833
445,0.0
446,0.22017023
447,0.02892913
448,0.01802978
449,0.47826794
450,0.0
451,0.0
452,0.05639124
453,0.0
454,0.08576445
455,0.0
456,0.14940554
457,0.0
458,0.0
459,0.049385414
460,0.0
461,0.19432956
462,0.23016582
463,0.038555935
464,0.0
465,0.1909338
466,0.0
467,0.057480827
468,0.0
469,0.0
470,1.0106782
471,0.04685515
472,0.0
473,0.0
474,0.0014515966
475,0.03149675
