idx,bias
0,-2.17655873298645
1,-2.241438388824463
2,-1.5900532007217407
3,-2.481194019317627
4,-3.7322874069213867
5,-2.9319050312042236
6,-3.172611951828003
7,-2.462735414505005
8,-2.3725333213806152
9,-3.1888539791107178
10,-1.6203123331069946
11,-2.572722911834717
12,-2.691251039505005
13,-3.7037973403930664
14,-2.98836350440979
15,-3.6061511039733887
16,-2.2358062267303467
17,-2.081664800643921
18,-1.1343680620193481
19,-2.5846354961395264
20,-3.1528797149658203
21,-2.4010438919067383
22,-2.8098158836364746
23,-2.5570068359375
24,-2.1835694313049316
25,-2.547703981399536
26,-2.703618049621582
27,-2.436099052429199
28,-3.6387574672698975
29,-2.0207064151763916
30,-2.6524674892425537
31,-3.6030919551849365
32,-2.1707022190093994
33,-1.9627858400344849
34,-2.6914923191070557
35,-3.0113086700439453
36,-1.8714507818222046
37,-2.15228009223938
38,-2.3467965126037598
39,-3.4761338233947754
40,-1.884194016456604
41,-2.21744441986084
42,-3.287452220916748
43,-3.500467538833618
44,-2.3083646297454834
45,-2.6982195377349854
46,-2.8535735607147217
47,-2.8755829334259033
48,-1.4363857507705688
49,-2.3276031017303467
50,-1.8703726530075073
51,-2.363656997680664
52,-2.4377248287200928
53,-1.596368670463562
54,-2.126528739929199
55,-2.1476104259490967
56,-2.8087825775146484
57,-3.0635266304016113
58,-2.461334705352783
59,-2.2633566856384277
60,-2.972841262817383
61,-2.666349411010742
62,-2.433952808380127
63,-2.604736804962158
64,-2.168944835662842
65,-3.313002824783325
66,-2.571970224380493
67,-1.9365392923355103
68,-2.130786657333374
69,-3.315743923187256
70,-1.1321649551391602
71,-1.8412238359451294
72,-2.7793972492218018
73,-1.5603153705596924
74,-2.2152645587921143
75,-2.6000266075134277
76,-2.911586046218872
77,-2.7944447994232178
78,-2.2075963020324707
79,-2.300295352935791
80,-2.3860421180725098
81,-1.8430653810501099
82,-1.0659873485565186
83,-3.1044955253601074
84,-2.0017757415771484
85,-2.189828872680664
86,-2.964694023132324
87,-2.0241928100585938
88,-2.888472318649292
89,-3.0473759174346924
90,-3.1565489768981934
91,-2.1918535232543945
92,-2.3413751125335693
93,-1.7334824800491333
94,-2.7216761112213135
95,-2.50728178024292
96,-2.7147459983825684
97,-2.922976493835449
98,-3.0773298740386963
99,-2.4201526641845703
100,-2.259456157684326
101,-1.8734077215194702
102,-2.21248459815979
103,-2.1585376262664795
104,-2.1696410179138184
105,-1.2195854187011719
106,-2.3752222061157227
107,-2.5277464389801025
108,-2.8693337440490723
109,-2.4697985649108887
110,-1.8241206407546997
111,-2.3450448513031006
112,-2.46167254447937
113,-2.123504638671875
114,-2.205110788345337
115,-2.9533872604370117
116,-2.8605048656463623
117,-4.060011386871338
118,-2.1208975315093994
119,-2.514765739440918
120,-2.327528953552246
121,-1.8339436054229736
122,-3.1065378189086914
123,-2.3478517532348633
124,-3.009221076965332
125,-2.544433116912842
126,-2.8387038707733154
127,-1.7085212469100952
128,-3.1251275539398193
129,-3.566350221633911
130,-2.418398857116699
131,-2.3232760429382324
132,-2.436065912246704
133,-2.2681896686553955
134,-2.2950148582458496
135,-2.1856637001037598
136,-2.707827568054199
137,-2.031491994857788
138,-2.2382843494415283
139,-2.091158390045166
140,-2.782532215118408
141,-3.119560480117798
142,-1.9801515340805054
143,-3.4379591941833496
144,-2.955796003341675
145,-2.2461318969726562
146,-2.717080593109131
147,-2.218960762023926
148,-2.989642858505249
149,-2.841125249862671
150,-2.688843011856079
151,-3.000089406967163
152,-2.501957416534424
153,-4.381454944610596
154,-2.013824939727783
155,-2.4112823009490967
156,-3.2843823432922363
157,-3.93214750289917
158,-2.966466188430786
159,-2.3487982749938965
160,-2.2547194957733154
161,-1.5402146577835083
162,-2.9798593521118164
163,-2.799666166305542
164,-2.9898486137390137
165,-2.82130765914917
166,-2.6242027282714844
167,-2.560678005218506
168,-2.7477035522460938
169,-2.164984703063965
170,-1.8298110961914062
171,-2.855180025100708
172,-2.9435973167419434
173,-3.136552333831787
174,-1.5835760831832886
175,-2.8267152309417725
176,-2.508237838745117
